respondent_id,age_category,gender,race_ethnicity,race_hispanic,household_income,income_tier,crypto_heard_of,crypto_invested,crypto_currently_own,crypto_safety_confidence,crypto_reliability_confidence
202101000669,50-64,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Refused,
202101000672,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
202101000678,30-49,A woman,White,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101000734,18-29,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101000735,30-49,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A lot,"Yes, I have done this","No, I do not",Not very confident,About the same as you expected
202101000807,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101000823,18-29,A woman,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","Yes, I do",Very confident,Worse than you expected
202101000869,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
202101000898,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
202101000904,18-29,A woman,Mixed Race,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101000909,65+,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101000936,30-49,A woman,Asian or Asian-American,Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Extremely confident,
202101000965,65+,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101000978,30-49,A woman,Asian or Asian-American,Asian non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"Yes, I have done this","No, I do not",Not at all confident,About the same as you expected
202101001039,65+,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A lot,"No, I have not done this",,Not at all confident,
202101001101,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
202101001105,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
202101001108,18-29,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,Better than you expected
202101001142,30-49,A man,Black or African-American,Black non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","No, I do not",Somewhat confident,Better than you expected
202101001161,Refused,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"Yes, I have done this","No, I do not",Not very confident,About the same as you expected
202101001260,30-49,A woman,Or some other race,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101001261,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101001296,50-64,A woman,Or some other race,Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
202101001299,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,Worse than you expected
202101001346,30-49,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"Yes, I have done this","No, I do not",Not very confident,About the same as you expected
202101001365,50-64,A woman,White,Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
202101001384,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101001449,30-49,A man,White,Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
202101001455,18-29,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101001461,30-49,A woman,White,Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
202101001464,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
202101001503,65+,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101001515,18-29,A woman,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not at all confident,
202101001516,18-29,In some other way,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","No, I do not",Somewhat confident,Better than you expected
202101001529,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101001589,50-64,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101001591,30-49,A man,White,Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
202101001624,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101001654,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
202101001664,30-49,A woman,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101001674,18-29,A man,Asian or Asian-American,Asian non-Hispanic,"$50,000 to less than $60,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,Worse than you expected
202101001741,30-49,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101001750,65+,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101001754,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","No, I do not",Very confident,About the same as you expected
202101001775,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101001790,30-49,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,Nothing at all,,,,
202101001815,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,Nothing at all,,,,
202101001839,65+,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101001854,30-49,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,Nothing at all,,,,
202101001867,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Not very confident,About the same as you expected
202101001873,50-64,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,Better than you expected
202101001874,30-49,A man,Black or African-American,Hispanic,"$70,000 to less than $80,000",Middle income,Nothing at all,,,,
202101001885,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101001913,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101001916,50-64,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101001987,65+,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"No, I have not done this",,Not very confident,
202101002013,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101002046,30-49,A man,White,Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","Yes, I do",Extremely confident,Better than you expected
202101002084,18-29,A woman,Mixed Race,Hispanic,"$40,000 to less than $50,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101002089,50-64,A woman,White,White non-Hispanic,Refused,Refused,A little,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
202101002108,65+,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101002121,30-49,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101002174,65+,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Refused,
202101002176,30-49,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101002196,65+,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101002197,50-64,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Very confident,
202101002226,30-49,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101002279,18-29,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
202101002337,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
202101002339,30-49,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
202101002340,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101002377,18-29,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
202101002394,50-64,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101002460,65+,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
202101002467,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Extremely confident,
202101002476,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
202101002482,18-29,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A lot,"Yes, I have done this","No, I do not",Not very confident,Worse than you expected
202101002483,30-49,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,Nothing at all,,,,
202101002489,30-49,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101002500,65+,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101002562,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101002589,65+,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101002638,30-49,A woman,Black or African-American,Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101002644,65+,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Upper income,A little,"No, I have not done this",,Not very confident,
202101002678,50-64,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101002684,65+,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101002774,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
202101002785,30-49,A woman,White,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101002791,50-64,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
202101002796,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101002867,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101002882,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
202101002909,30-49,A woman,White,Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
202101002913,18-29,A woman,White,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101002914,30-49,A woman,Black or African-American,Hispanic,"Less than $30,000",Lower income,A lot,"Yes, I have done this","Yes, I do",Not very confident,About the same as you expected
202101002918,50-64,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
202101002924,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101002931,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,Nothing at all,,,,
202101002941,30-49,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101002950,50-64,A man,Asian or Asian-American,Asian non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101002957,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,Nothing at all,,,,
202101002958,30-49,A woman,White,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101002963,65+,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101002977,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Not very confident,About the same as you expected
202101002980,18-29,A woman,Or some other race,Hispanic,"$50,000 to less than $60,000",Refused,A little,"No, I have not done this",,Not very confident,
202101002981,50-64,A woman,White,Hispanic,"$50,000 to less than $60,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101002987,30-49,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101003016,65+,Refused,Refused,Refused,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Not very confident,Better than you expected
202101003040,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
202101003122,30-49,A woman,White,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101003126,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Very confident,
202101003169,30-49,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Upper income,A little,"No, I have not done this",,Not at all confident,
202101003175,18-29,A man,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
202101003184,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
202101003185,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101003246,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
202101003277,50-64,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"Yes, I have done this","No, I do not",Somewhat confident,Better than you expected
202101003301,18-29,In some other way,Asian or Asian-American,Asian non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101003335,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,Nothing at all,,,,
202101003400,30-49,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,Nothing at all,,,,
202101003404,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
202101003419,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101003431,30-49,A woman,Or some other race,Hispanic,"$100,000 or more",Upper income,Refused,,,,
202101003435,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101003463,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
202101003468,65+,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101003512,30-49,A man,Black or African-American,Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,Better than you expected
202101003530,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101003600,18-29,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
202101003656,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
202101003696,50-64,A woman,Black or African-American,Black non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101003701,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","No, I do not",Not very confident,About the same as you expected
202101003712,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Refused,A little,"No, I have not done this",,Very confident,
202101003762,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
202101003801,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,Nothing at all,,,,
202101003805,30-49,A woman,Mixed Race,Other,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101003867,65+,A woman,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
202101003898,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
202101003900,30-49,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101003908,50-64,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101003909,50-64,A woman,Black or African-American,Black non-Hispanic,"$30,000 to less than $40,000",Lower income,Nothing at all,,,,
202101003917,50-64,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101003927,50-64,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101003945,30-49,A woman,White,Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101003973,18-29,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Upper income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,Worse than you expected
202101003988,30-49,A woman,White,Hispanic,"$50,000 to less than $60,000",Lower income,A lot,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
202101003995,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
202101004002,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101004048,18-29,A woman,Mixed Race,Other,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101004090,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101004128,65+,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101004167,65+,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,Nothing at all,,,,
202101004168,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
202101004180,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
202101004184,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101004203,50-64,A man,Mixed Race,Hispanic,Refused,Refused,A little,"No, I have not done this",,Not very confident,
202101004249,65+,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101004253,30-49,A woman,Or some other race,Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Somewhat confident,
202101004268,30-49,A man,White,Hispanic,"$30,000 to less than $40,000",Lower income,A lot,"Yes, I have done this","No, I do not",Not at all confident,Worse than you expected
202101004279,30-49,A woman,White,Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
202101004308,30-49,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
202101004309,50-64,A man,Mixed Race,Other,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
202101004312,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101004320,65+,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101004351,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
202101004359,65+,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101004369,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101004384,30-49,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A lot,"No, I have not done this",,Not very confident,
202101004387,50-64,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101004417,50-64,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"Yes, I have done this","Yes, I do",Not at all confident,About the same as you expected
202101004418,30-49,A woman,White,Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101004421,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,Nothing at all,,,,
202101004425,30-49,A woman,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
202101004426,30-49,A man,Or some other race,Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,Better than you expected
202101004442,18-29,A woman,White,Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101004465,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
202101004476,65+,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101004482,30-49,A woman,Mixed Race,Other,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101004488,30-49,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A lot,"Yes, I have done this","No, I do not",Very confident,Worse than you expected
202101004492,18-29,A woman,White,Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101004513,30-49,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
202101004593,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
202101004609,30-49,A man,Refused,Refused,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101004665,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,Better than you expected
202101004696,30-49,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
202101004703,18-29,A woman,Or some other race,Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"No, I have not done this",,Not very confident,
202101004706,50-64,A woman,White,Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101004735,30-49,A man,White,Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101004740,65+,A woman,White,Hispanic,"$90,000 to less than $100,000",Upper income,Nothing at all,,,,
202101004762,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
202101004765,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Not at all confident,
202101004779,50-64,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101004790,50-64,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101004849,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
202101004850,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101004871,18-29,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,Nothing at all,,,,
202101004874,30-49,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
202101004882,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Refused,A lot,"No, I have not done this",,Not at all confident,
202101004904,30-49,A woman,White,Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
202101004918,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
202101004929,30-49,A man,Or some other race,Hispanic,"$70,000 to less than $80,000",Middle income,A little,"Yes, I have done this","No, I do not",Not very confident,Worse than you expected
202101004933,30-49,A woman,Or some other race,Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101004939,50-64,A woman,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
202101004962,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101004964,65+,A woman,White,White non-Hispanic,"Less than $30,000",Middle income,Nothing at all,,,,
202101004978,50-64,A woman,White,Hispanic,"$30,000 to less than $40,000",Lower income,Nothing at all,,,,
202101005021,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
202101005039,18-29,A woman,Mixed Race,Other,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Very confident,
202101005053,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
202101005054,30-49,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
202101005056,65+,A man,Or some other race,Other,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101005076,50-64,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101005096,65+,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101005125,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
202101005141,65+,A man,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not at all confident,
202101005173,30-49,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,Nothing at all,,,,
202101005218,65+,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,Nothing at all,,,,
202101005227,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
202101005239,30-49,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
202101005270,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
202101005320,30-49,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A lot,"Yes, I have done this","Yes, I do",Very confident,Better than you expected
202101005344,30-49,A woman,Black or African-American,Black non-Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"No, I have not done this",,Not very confident,
202101005347,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
202101005349,50-64,A man,White,White non-Hispanic,Refused,Refused,A lot,"Yes, I have done this","Yes, I do",Not very confident,About the same as you expected
